train_density,station_load,time_of_day,route_type,congestion_level
31.46,3208.4,evening,suburban,Medium
35.3,1898.9,morning,suburban,Medium
44.23,1304.2,morning,intercity,Medium
30.03,7594.5,evening,intercity,High
15.55,7725.4,afternoon,intercity,Medium
17.15,1532.4,night,intercity,Low
12.12,3662.6,afternoon,suburban,Low
45.86,6552.6,afternoon,suburban,High
22.94,3531.2,morning,suburban,Medium
13.73,7245.0,afternoon,intercity,Low
41.07,853.4,afternoon,intercity,Low
30.63,4785.7,morning,urban,High
38.45,8811.4,evening,suburban,High
37.44,7998.3,night,suburban,Medium
26.82,6194.0,morning,intercity,Medium
38.5,8998.3,night,urban,High
8.55,6426.7,night,urban,Low
14.57,1159.1,night,urban,Low
16.56,5784.4,afternoon,urban,Medium
29.79,2989.1,evening,suburban,Medium
17.42,4672.5,afternoon,intercity,Low
1.18,6850.4,night,intercity,Low
10.78,8771.2,night,intercity,Low
10.95,2092.6,afternoon,urban,Low
25.59,7298.9,afternoon,suburban,Medium
3.91,7953.1,evening,intercity,Medium
16.12,3541.0,morning,intercity,Low
3.92,5918.4,night,suburban,Low
30.96,4168.2,evening,intercity,Medium
8.41,7537.7,morning,urban,High
44.54,2428.4,morning,urban,High
37.01,9703.1,evening,intercity,High
45.09,7638.2,evening,suburban,High
42.2,988.7,afternoon,urban,Medium
7.55,5856.1,morning,suburban,Medium
23.99,9149.7,afternoon,intercity,Medium
10.57,8752.0,morning,suburban,High
43.98,3272.4,afternoon,suburban,Medium
32.58,1862.7,afternoon,intercity,Low
13.42,8468.6,evening,intercity,Medium
35.53,7409.7,evening,urban,High
2.92,1599.7,afternoon,suburban,Low
33.3,3475.9,afternoon,intercity,Low
5.54,5284.1,night,urban,Low
42.18,7332.5,night,urban,Medium
24.84,4796.0,evening,urban,High
44.62,165.7,afternoon,intercity,Low
3.67,5833.6,afternoon,urban,Low
5.84,558.6,evening,suburban,Low
4.37,5989.4,morning,intercity,Low
5.69,5377.2,evening,urban,Medium
21.61,9238.3,evening,intercity,High
4.8,7446.6,evening,urban,Medium
19.25,6634.8,night,suburban,Low
22.09,4192.5,night,suburban,Low
21.77,5650.9,afternoon,intercity,Low
15.07,587.4,morning,suburban,Low
14.02,441.3,morning,intercity,Low
11.0,3078.1,morning,urban,Low
30.42,9413.6,morning,suburban,High
24.21,9706.1,morning,suburban,High
47.84,9879.7,evening,urban,High
7.39,8500.8,evening,suburban,Medium
33.89,2395.0,morning,intercity,Medium
3.17,8409.4,night,intercity,Low
31.99,8941.0,afternoon,intercity,Medium
43.95,7632.4,morning,suburban,High
2.81,673.2,afternoon,intercity,Low
12.0,9047.3,evening,intercity,Medium
43.74,1517.7,evening,suburban,Medium
3.8,4164.2,night,urban,Low
38.76,6765.5,morning,suburban,High
20.89,7882.5,morning,urban,High
37.29,5446.4,night,urban,Medium
15.68,680.6,morning,intercity,Low
30.54,5220.0,afternoon,suburban,Medium
44.55,1658.2,night,intercity,Low
13.86,7941.3,morning,intercity,Medium
46.25,484.1,evening,intercity,Medium
14.3,8988.5,morning,urban,High
24.13,1304.8,morning,suburban,Low
21.23,7829.2,night,suburban,Low
29.43,3725.6,morning,intercity,Medium
38.99,9377.4,afternoon,intercity,High
30.38,3452.5,evening,suburban,Medium
10.55,7821.5,morning,intercity,Medium
1.89,5968.6,night,suburban,Low
18.15,3431.7,evening,urban,Medium
49.37,6341.8,morning,intercity,High
10.75,1116.7,morning,suburban,Low
24.59,398.8,afternoon,urban,Low
8.4,8985.9,morning,suburban,High
34.56,7649.4,night,urban,Medium
26.61,7889.9,night,suburban,Medium
37.75,6496.7,evening,urban,High
1.09,2908.3,morning,urban,Low
36.44,9270.3,evening,urban,High
31.28,6169.6,evening,intercity,Medium
32.27,2605.2,evening,intercity,Medium
29.54,5369.3,evening,suburban,High
47.32,3597.6,afternoon,urban,High
13.52,514.6,evening,urban,Low
13.51,5703.4,night,suburban,Low
35.02,4441.9,afternoon,intercity,Medium
9.28,1654.7,morning,urban,Low
24.12,1129.5,night,intercity,Low
46.79,7019.0,evening,urban,High
10.54,3674.0,night,intercity,Low
15.96,6342.3,morning,urban,High
11.73,6332.7,morning,intercity,Medium
30.9,3220.7,morning,urban,High
11.75,5205.7,morning,intercity,Low
23.82,258.1,evening,intercity,Low
7.06,1746.3,night,urban,Low
12.11,6863.7,night,urban,Low
32.57,500.1,night,suburban,Low
27.35,7396.3,morning,suburban,High
37.74,3014.1,afternoon,suburban,Medium
41.56,2377.3,morning,urban,High
30.74,1978.2,evening,urban,Medium
42.61,2182.0,night,suburban,Low
47.76,9284.8,evening,urban,High
42.41,1535.1,afternoon,intercity,Low
35.79,2392.0,evening,intercity,Medium
12.43,6837.6,morning,intercity,Medium
44.58,9232.9,afternoon,urban,High
5.54,4889.3,morning,intercity,Low
4.01,2247.8,afternoon,intercity,Low
9.59,359.4,evening,urban,Low
7.7,9467.0,afternoon,suburban,Medium
31.08,6742.4,night,suburban,Medium
26.2,4551.7,afternoon,suburban,Medium
48.65,383.3,evening,urban,High
26.93,6091.3,morning,urban,High
23.65,7336.9,afternoon,suburban,Medium
6.51,7358.5,morning,suburban,Medium
17.11,9212.2,afternoon,suburban,Medium
5.36,5980.9,night,suburban,Low
26.05,405.3,evening,urban,Medium
11.37,7660.1,evening,intercity,Medium
30.84,310.7,afternoon,urban,Low
7.77,3394.2,evening,suburban,Low
42.38,839.4,morning,suburban,Medium
4.37,998.4,evening,suburban,Low
37.69,8539.7,night,urban,High
30.87,5993.3,evening,urban,High
44.84,7665.9,afternoon,suburban,High
28.98,5085.6,afternoon,urban,High
34.16,3171.6,evening,intercity,Medium
17.39,5803.1,morning,urban,High
25.25,6240.0,afternoon,suburban,Medium
40.19,4233.5,afternoon,urban,High
35.74,3943.9,morning,urban,High
30.39,5599.2,morning,urban,High
3.15,1978.1,night,suburban,Low
31.58,4709.8,morning,intercity,Medium
17.2,7203.5,afternoon,suburban,Medium
30.22,6095.1,morning,urban,High
41.14,7077.9,evening,urban,High
8.12,6953.7,evening,urban,High
41.93,6792.8,evening,intercity,High
24.52,9164.8,morning,urban,High
26.43,3004.4,afternoon,urban,Medium
43.66,1763.2,morning,intercity,Medium
10.62,9667.4,night,suburban,Low
28.46,6113.0,morning,urban,High
28.94,7553.0,evening,intercity,High
34.76,9173.5,night,intercity,Medium
6.07,1095.1,night,urban,Low
24.73,679.4,evening,suburban,Low
49.81,6104.4,night,urban,High
43.03,9432.5,afternoon,suburban,High
39.29,785.6,morning,intercity,Medium
8.63,9929.2,night,suburban,Low
48.59,7346.6,afternoon,intercity,High
33.13,1989.9,morning,suburban,Medium
15.48,3186.0,afternoon,urban,Low
1.87,1848.7,morning,urban,Low
42.08,3358.4,evening,suburban,High
36.48,796.1,night,intercity,Low
49.4,3041.9,afternoon,suburban,Medium
37.1,7259.2,afternoon,intercity,Medium
42.0,9468.9,morning,suburban,High
5.55,6204.7,afternoon,urban,Medium
9.14,3961.4,morning,suburban,Low
14.08,1019.8,evening,urban,Low
39.43,8190.8,morning,urban,High
36.77,7065.5,morning,intercity,High
1.6,602.3,morning,intercity,Low
20.94,7230.6,night,urban,Medium
7.8,964.8,morning,urban,Low
45.9,9333.0,evening,suburban,High
4.54,6409.5,morning,urban,Medium
5.55,1477.5,morning,intercity,Low
10.39,493.7,evening,urban,Low
18.98,338.7,morning,suburban,Low
6.83,7361.2,evening,intercity,Medium
8.64,8078.9,morning,intercity,Medium
6.5,7496.6,evening,intercity,Medium
2.47,928.3,morning,urban,Low
47.46,9212.1,afternoon,intercity,High
44.09,7406.7,evening,suburban,High
45.69,689.0,morning,intercity,Medium
42.31,821.4,afternoon,intercity,Low
2.55,3463.5,night,intercity,Low
11.98,6799.4,afternoon,urban,Medium
13.08,794.1,evening,urban,Low
24.97,5085.1,evening,suburban,Medium
41.48,8817.8,morning,suburban,High
27.36,7106.4,morning,urban,High
2.0,7141.2,evening,intercity,Low
48.19,6739.3,afternoon,intercity,High
42.23,9367.9,morning,intercity,High
27.42,4126.9,morning,intercity,Medium
25.87,6934.8,morning,suburban,High
24.52,7821.4,afternoon,suburban,Medium
26.51,3952.3,evening,suburban,Medium
47.42,6435.5,evening,intercity,High
17.11,2377.9,morning,suburban,Low
7.11,7941.6,afternoon,suburban,Medium
29.23,5455.7,morning,intercity,Medium
6.31,592.6,night,suburban,Low
9.21,7968.0,afternoon,urban,Medium
39.28,8198.3,afternoon,suburban,High
13.78,1747.5,afternoon,suburban,Low
35.39,848.8,afternoon,suburban,Low
23.82,8371.8,afternoon,urban,High
3.03,9971.1,afternoon,intercity,Medium
26.01,1547.6,morning,urban,Medium
23.14,8805.2,afternoon,urban,High
30.53,1239.5,night,urban,Low
18.08,3850.2,morning,intercity,Low
39.58,5863.8,evening,suburban,High
26.58,5425.4,evening,urban,High
41.74,1761.1,morning,urban,High
5.72,3359.8,night,urban,Low
40.3,9089.8,afternoon,suburban,High
4.25,6739.1,evening,suburban,Medium
16.84,4400.4,afternoon,intercity,Low
9.64,7945.3,morning,suburban,Medium
11.32,6120.5,night,suburban,Low
32.74,3304.6,afternoon,suburban,Medium
28.95,9144.7,morning,suburban,High
42.52,9654.8,afternoon,urban,High
31.86,8686.4,evening,suburban,High
16.81,6676.5,afternoon,urban,Medium
24.52,9511.9,afternoon,urban,High
6.85,4165.8,morning,urban,Medium
1.93,7903.6,afternoon,suburban,Low
13.43,701.4,afternoon,intercity,Low
38.47,3594.8,morning,urban,High
49.89,4022.6,morning,intercity,High
18.06,5997.0,afternoon,urban,Medium
20.49,8181.9,morning,intercity,Medium
23.65,9465.8,afternoon,intercity,Medium
27.24,4345.5,evening,suburban,Medium
13.99,4033.0,night,urban,Low
34.16,7197.4,afternoon,suburban,High
13.32,4295.8,afternoon,suburban,Low
5.47,1711.8,evening,urban,Low
28.38,2854.2,evening,intercity,Medium
11.08,2994.0,night,urban,Low
43.21,4609.6,evening,suburban,High
48.91,5887.3,night,urban,Medium
20.18,764.5,night,suburban,Low
13.13,5378.2,morning,urban,Medium
21.76,2689.1,evening,urban,Medium
14.08,2472.6,evening,suburban,Low
26.45,3191.5,evening,suburban,Medium
22.63,7602.3,afternoon,suburban,Medium
23.0,9741.7,morning,urban,High
23.03,7253.7,morning,intercity,Medium
6.31,8020.7,morning,intercity,Medium
3.35,1364.6,morning,urban,Low
21.83,9827.4,morning,suburban,High
45.39,4200.1,afternoon,suburban,Medium
48.19,5088.6,afternoon,suburban,High
29.48,3533.2,evening,intercity,Medium
32.58,3966.2,afternoon,urban,Medium
15.83,8638.1,evening,urban,High
34.35,6900.1,morning,intercity,High
32.37,6926.9,evening,suburban,High
41.41,7780.9,morning,intercity,High
26.04,1013.1,afternoon,urban,Low
19.01,3090.8,evening,suburban,Medium
35.93,2759.5,morning,urban,High
47.8,5465.7,evening,intercity,High
19.43,9029.4,evening,urban,High
19.73,5163.2,morning,intercity,Medium
42.11,6143.0,morning,intercity,High
49.1,3158.7,night,urban,Medium
38.99,6519.7,morning,suburban,High
22.92,9165.0,morning,suburban,High
18.6,4176.7,night,suburban,Low
40.54,4471.7,afternoon,urban,High
24.75,3032.6,morning,intercity,Low
28.42,3222.5,afternoon,suburban,Medium
28.22,9640.7,morning,intercity,High
3.76,2401.8,morning,suburban,Low
40.74,4156.5,afternoon,urban,High
32.69,6972.3,morning,intercity,High
16.21,3256.3,evening,suburban,Low
1.23,4696.4,night,intercity,Low
35.94,9328.8,morning,urban,High
35.81,8696.3,night,urban,Medium
46.27,5077.7,morning,intercity,High
33.07,2438.4,afternoon,suburban,Medium
11.9,6130.6,morning,urban,Medium
5.27,7105.3,morning,urban,Medium
41.94,5564.1,morning,urban,High
38.51,1096.8,afternoon,intercity,Low
21.37,9148.8,evening,suburban,High
40.67,1853.2,evening,urban,High
44.37,8708.2,evening,suburban,High
21.51,5570.3,morning,suburban,Medium
4.14,8678.6,night,suburban,Low
34.18,810.3,morning,intercity,Low
14.07,1966.7,afternoon,suburban,Low
30.74,7957.7,afternoon,intercity,Medium
45.49,6640.1,night,urban,Medium
2.22,3707.7,morning,suburban,Low
27.42,2289.8,night,urban,Low
44.63,7950.6,night,suburban,Medium
24.69,1269.8,evening,urban,Medium
16.7,4042.5,night,urban,Low
23.57,9480.1,morning,urban,High
49.12,3037.1,morning,intercity,High
16.98,2012.7,morning,suburban,Low
1.34,7333.4,evening,suburban,Medium
48.43,9686.9,afternoon,suburban,High
45.59,9098.9,morning,intercity,High
2.29,9324.7,morning,urban,High
27.52,3103.0,afternoon,intercity,Low
23.51,5562.9,morning,urban,High
32.43,8010.8,evening,suburban,High
39.61,575.1,evening,urban,Medium
15.1,3750.9,afternoon,suburban,Low
35.86,2424.0,morning,urban,High
26.59,1318.3,morning,urban,Medium
33.02,5544.0,evening,suburban,High
1.22,8721.9,evening,suburban,Medium
16.65,4416.2,afternoon,urban,Medium
35.78,300.2,afternoon,suburban,Low
29.66,2661.7,night,urban,Low
42.81,6735.9,afternoon,suburban,High
4.41,5496.2,afternoon,intercity,Low
33.94,4688.6,afternoon,suburban,Medium
26.96,2458.6,morning,suburban,Medium
45.89,5407.5,afternoon,suburban,High
27.35,5982.6,morning,suburban,High
2.66,6738.1,night,urban,Low
37.28,3320.6,morning,suburban,High
32.44,9864.3,afternoon,intercity,High
30.95,6134.8,night,suburban,Low
31.46,5706.2,morning,suburban,High
16.47,5700.0,morning,urban,High
10.5,9424.5,afternoon,suburban,Medium
27.0,6038.3,evening,urban,High
8.27,3249.0,evening,suburban,Low
22.04,1193.1,evening,urban,Medium
44.61,7183.9,night,urban,High
19.34,1010.8,evening,suburban,Low
2.81,1218.8,evening,suburban,Low
31.91,7111.4,evening,urban,High
14.26,429.0,afternoon,suburban,Low
43.43,291.9,morning,urban,High
6.54,7439.0,afternoon,suburban,Medium
34.68,6854.3,evening,suburban,High
7.34,7726.1,morning,intercity,Medium
11.2,3408.6,evening,suburban,Low
7.2,7158.1,evening,intercity,Medium
6.18,1075.3,morning,suburban,Low
5.08,7423.0,morning,suburban,Medium
29.84,4617.7,evening,suburban,Medium
2.62,4891.8,evening,intercity,Low
17.48,7174.1,evening,urban,High
24.17,7197.4,morning,urban,High
43.33,4829.8,morning,suburban,High
47.27,396.6,evening,suburban,Medium
43.53,8009.5,evening,intercity,High
11.4,2457.7,morning,urban,Low
1.27,9489.1,evening,intercity,Medium
44.19,3179.2,afternoon,suburban,Medium
21.54,456.4,evening,intercity,Low
49.8,4815.5,morning,urban,High
8.75,6286.5,evening,intercity,Low
22.18,6747.7,morning,suburban,High
27.29,4912.8,night,urban,Medium
23.63,3371.8,morning,intercity,Low
14.4,9843.0,afternoon,urban,High
47.18,5955.7,morning,intercity,High
21.4,3044.8,night,urban,Low
37.6,8658.9,night,suburban,Medium
37.08,5888.3,morning,urban,High
37.24,6394.2,evening,urban,High
49.16,3877.1,morning,intercity,High
1.59,3465.6,evening,urban,Low
4.53,7962.9,evening,suburban,Medium
11.26,3165.3,morning,suburban,Low
36.43,4437.0,afternoon,urban,High
47.34,9042.8,evening,intercity,High
22.47,7995.9,afternoon,intercity,Medium
2.19,4381.8,night,urban,Low
38.99,7943.4,afternoon,suburban,High
1.22,8683.1,afternoon,intercity,Low
27.94,1454.2,afternoon,suburban,Low
9.91,3260.2,night,suburban,Low
3.49,7442.8,morning,urban,Medium
16.17,2311.7,afternoon,urban,Low
19.16,647.7,afternoon,intercity,Low
42.8,6790.1,evening,urban,High
26.31,1487.3,morning,intercity,Low
25.37,7130.5,afternoon,suburban,Medium
5.23,9153.5,evening,urban,High
4.06,1049.2,afternoon,suburban,Low
41.72,9070.2,morning,suburban,High
15.89,9485.9,evening,intercity,Medium
15.83,4760.0,morning,suburban,Medium
15.37,5718.3,night,intercity,Low
33.41,1479.1,evening,intercity,Medium
31.03,7653.7,evening,suburban,High
33.65,3833.7,night,suburban,Low
23.51,1967.9,morning,urban,Medium
38.99,6956.3,evening,intercity,High
3.34,221.7,evening,intercity,Low
23.55,5613.6,morning,suburban,Medium
47.68,5116.9,night,intercity,Low
18.29,8388.6,afternoon,suburban,Medium
26.2,6094.4,night,suburban,Low
14.33,7548.4,evening,intercity,Medium
1.57,6863.0,morning,suburban,Medium
33.41,7399.5,evening,intercity,High
9.64,2579.6,afternoon,suburban,Low
19.74,8501.9,afternoon,suburban,Medium
18.43,700.7,evening,urban,Low
22.25,4464.9,evening,urban,High
41.11,3144.5,night,urban,Medium
1.7,725.7,morning,urban,Low
7.34,6339.8,night,intercity,Low
35.45,2400.0,evening,intercity,Medium
3.53,5982.1,night,suburban,Low
42.28,1890.3,evening,intercity,Medium
9.54,3402.5,morning,urban,Low
34.25,3910.5,evening,suburban,High
28.43,867.9,morning,intercity,Low
44.37,9734.4,evening,intercity,High
1.09,1918.1,morning,urban,Low
38.16,6798.5,evening,suburban,High
5.95,4543.2,morning,urban,Medium
38.68,8365.6,afternoon,urban,High
44.34,8680.3,evening,urban,High
44.32,2165.9,evening,intercity,Medium
7.94,3053.0,evening,urban,Low
31.38,7267.9,night,intercity,Low
42.0,7813.2,evening,intercity,High
37.55,1943.7,morning,urban,High
46.53,3137.5,morning,suburban,High
34.55,7282.4,night,intercity,Low
19.36,9068.0,morning,suburban,High
4.62,8103.0,evening,urban,High
9.24,8102.2,afternoon,urban,Medium
24.67,4545.2,night,intercity,Low
36.33,1731.0,morning,intercity,Medium
15.52,5415.0,night,suburban,Low
16.03,7494.7,morning,intercity,Medium
6.51,6398.3,evening,suburban,Medium
16.45,6519.1,morning,intercity,Medium
20.43,8679.1,evening,urban,High
10.44,5413.0,evening,suburban,Medium
38.43,6668.1,afternoon,intercity,Medium
31.46,8055.3,afternoon,urban,High
42.83,5688.4,afternoon,suburban,High
7.68,7645.4,afternoon,urban,Medium
28.76,542.3,morning,urban,Medium
2.21,8030.2,night,intercity,Low
32.34,5352.1,evening,intercity,Medium
21.37,5852.3,evening,intercity,Medium
14.19,8417.5,afternoon,urban,High
41.27,6290.7,afternoon,intercity,Medium
18.06,1432.4,night,intercity,Low
42.52,9479.4,evening,urban,High
34.39,2864.2,morning,suburban,Medium
16.3,5636.3,afternoon,intercity,Low
17.27,1678.1,morning,intercity,Low
12.72,6642.1,night,suburban,Low
25.51,3236.8,night,intercity,Low
24.6,8059.4,morning,intercity,High
11.78,8887.5,night,urban,Medium
30.53,4505.7,night,suburban,Low
29.62,2459.6,evening,suburban,Medium
15.83,116.9,morning,intercity,Low
36.85,296.0,night,urban,Low
29.85,3653.4,morning,intercity,Medium
7.6,2243.5,afternoon,urban,Low
4.14,9207.9,evening,intercity,Medium
45.77,1614.1,afternoon,urban,High
7.58,2337.0,morning,intercity,Low
28.14,4973.5,evening,intercity,Medium
36.73,3107.9,afternoon,urban,Medium
17.91,2420.1,night,suburban,Low
30.37,6271.8,afternoon,intercity,Medium
23.03,6688.6,afternoon,suburban,Medium
17.41,1018.8,night,suburban,Low
42.04,2315.6,night,urban,Medium
9.26,8035.2,morning,urban,High
4.72,491.2,evening,suburban,Low
44.98,6128.5,evening,suburban,High
47.36,5382.1,afternoon,urban,High
41.82,5713.3,afternoon,suburban,High
42.68,5892.9,morning,urban,High
13.45,1719.4,morning,urban,Low
32.17,6233.5,night,suburban,Low
4.84,2556.7,afternoon,urban,Low
47.18,4015.8,evening,suburban,High
9.56,399.0,afternoon,urban,Low
7.2,1226.9,morning,suburban,Low
8.51,8918.8,afternoon,suburban,Medium
24.1,4446.3,morning,urban,High
43.83,2713.5,morning,urban,High
33.93,1339.9,night,urban,Low
14.18,462.1,evening,suburban,Low
12.25,8926.3,evening,suburban,High
12.26,952.7,afternoon,suburban,Low
27.68,4478.1,evening,suburban,Medium
31.95,7460.9,afternoon,suburban,High
4.61,1774.5,evening,urban,Low
18.31,2158.2,morning,urban,Medium
11.31,3531.5,evening,intercity,Low
27.34,8414.5,morning,suburban,High
38.57,1408.5,afternoon,urban,Medium
15.19,566.5,afternoon,intercity,Low
20.62,1513.8,morning,suburban,Low
41.97,7470.9,afternoon,urban,High
44.16,6406.0,evening,intercity,High
1.21,9564.2,evening,suburban,Medium
8.63,8003.7,evening,intercity,Medium
10.46,8597.1,morning,suburban,High
17.3,7487.2,evening,suburban,High
12.21,845.3,morning,urban,Low
47.52,9662.4,morning,urban,High
12.64,1572.1,afternoon,intercity,Low
5.13,3515.9,evening,urban,Low
13.0,7743.9,evening,suburban,Medium
30.91,7759.8,afternoon,urban,High
20.87,7365.0,morning,intercity,Medium
10.38,4717.2,morning,intercity,Low
13.65,2591.3,afternoon,suburban,Low
4.22,8188.1,evening,urban,High
22.46,320.7,afternoon,suburban,Low
22.19,2276.7,night,suburban,Low
7.82,155.2,afternoon,intercity,Low
34.38,2784.2,morning,suburban,Medium
26.95,7519.4,evening,suburban,High
23.63,1045.1,afternoon,suburban,Low
15.82,2003.6,afternoon,urban,Low
22.46,224.6,evening,suburban,Low
13.23,2046.8,morning,urban,Low
22.65,3458.8,morning,suburban,Medium
3.09,1494.7,night,urban,Low
6.56,425.1,evening,intercity,Low
38.9,4540.6,morning,urban,High
32.11,6344.8,morning,suburban,High
33.61,4108.1,afternoon,suburban,Medium
45.51,5138.2,afternoon,intercity,Medium
44.13,5773.5,evening,suburban,High
32.71,8491.6,afternoon,urban,High
30.57,1916.4,afternoon,suburban,Low
36.45,2666.0,morning,suburban,Medium
24.63,8065.1,morning,urban,High
8.6,163.3,evening,intercity,Low
27.33,8537.6,evening,intercity,High
48.5,4065.4,afternoon,suburban,High
10.27,4411.7,morning,suburban,Low
9.83,7317.2,afternoon,intercity,Low
12.4,3783.2,afternoon,suburban,Low
27.73,8154.1,evening,intercity,High
24.55,6728.3,evening,suburban,High
15.97,3541.2,morning,intercity,Low
7.87,3995.1,evening,suburban,Low
4.57,6724.3,afternoon,suburban,Low
10.82,7189.3,afternoon,suburban,Medium
12.72,1614.1,morning,urban,Low
6.95,4473.6,morning,suburban,Low
13.83,4445.3,evening,urban,Medium
44.93,5699.3,morning,suburban,High
48.41,6052.6,afternoon,intercity,Medium
21.84,6115.0,evening,suburban,Medium
19.08,2006.0,evening,intercity,Low
1.82,985.3,afternoon,intercity,Low
45.05,5135.7,afternoon,intercity,Medium
10.68,3734.5,afternoon,urban,Low
19.45,613.2,night,urban,Low
6.83,2145.6,evening,intercity,Low
37.15,9286.6,morning,urban,High
3.01,4337.8,evening,suburban,Low
3.15,9516.6,afternoon,suburban,Medium
28.53,9748.8,evening,suburban,High
44.9,9330.2,evening,intercity,High
14.39,6925.4,afternoon,suburban,Medium
2.6,6392.3,evening,suburban,Medium
42.48,9059.8,evening,suburban,High
38.29,7126.5,afternoon,suburban,High
40.94,4167.4,evening,urban,High
35.44,3408.2,morning,intercity,Medium
8.3,1839.0,night,urban,Low
33.79,3665.8,night,suburban,Low
18.24,9049.6,morning,urban,High
8.67,7200.9,evening,suburban,Medium
20.62,2534.2,morning,suburban,Low
5.27,5837.4,morning,suburban,Medium
33.92,2401.2,night,suburban,Low
5.91,6834.2,evening,suburban,Medium
35.96,9668.8,evening,urban,High
38.89,6469.0,morning,intercity,High
47.45,9236.6,evening,intercity,High
48.21,1966.7,evening,suburban,High
6.18,4628.4,evening,intercity,Low
41.29,7432.8,morning,intercity,High
29.53,2158.3,night,urban,Low
31.93,6530.8,evening,suburban,High
10.61,3367.4,evening,urban,Medium
4.95,5438.7,evening,intercity,Low
37.07,8452.1,evening,intercity,High
6.13,9542.7,morning,intercity,Medium
14.15,6623.3,afternoon,intercity,Low
31.13,7851.3,morning,suburban,High
36.94,8024.7,evening,intercity,High
35.83,3892.2,afternoon,urban,High
1.05,1193.5,evening,urban,Low
39.93,7370.9,afternoon,suburban,High
19.11,9893.3,morning,intercity,High
3.48,444.3,evening,urban,Low
17.69,3418.8,evening,urban,Medium
6.64,2689.4,afternoon,suburban,Low
37.49,5515.2,evening,urban,High
43.6,6779.5,morning,suburban,High
16.55,1355.4,morning,intercity,Low
27.84,2873.4,night,suburban,Low
40.33,5698.9,night,urban,Medium
38.78,9319.6,evening,urban,High
8.8,8736.9,night,intercity,Low
7.35,5066.5,evening,intercity,Low
6.37,9771.2,afternoon,suburban,Medium
24.63,1129.4,morning,intercity,Low
21.68,4137.5,afternoon,intercity,Low
45.47,4890.0,afternoon,urban,High
37.18,2593.3,morning,urban,High
26.75,1008.5,evening,intercity,Low
22.38,1452.9,evening,urban,Medium
28.2,8829.8,morning,suburban,High
11.92,2157.7,morning,urban,Low
23.13,5512.6,night,intercity,Low
39.82,7832.6,evening,suburban,High
32.82,7668.8,night,intercity,Low
4.52,4113.8,evening,suburban,Low
43.38,6478.9,afternoon,suburban,High
16.31,6763.5,evening,intercity,Medium
20.76,9091.9,night,intercity,Low
10.58,6724.3,afternoon,urban,Medium
26.07,5258.1,morning,urban,High
19.55,4305.2,morning,urban,Medium
18.5,4580.0,evening,intercity,Medium
29.5,9534.5,evening,intercity,High
38.62,9199.5,afternoon,urban,High
41.6,7205.6,afternoon,urban,High
19.2,4599.0,morning,suburban,Medium
38.54,1766.0,evening,suburban,Medium
14.95,5966.3,afternoon,urban,Medium
17.66,4877.8,afternoon,intercity,Low
2.07,2469.6,morning,urban,Low
43.11,8283.1,evening,suburban,High
37.88,3286.0,morning,urban,High
23.67,2588.2,evening,urban,Medium
44.97,1339.2,night,urban,Medium
20.84,9017.7,evening,urban,High
21.16,1343.2,night,urban,Low
1.07,5005.4,evening,urban,Low
4.0,6925.1,afternoon,suburban,Low
39.36,2501.4,afternoon,urban,Medium
5.78,5324.6,afternoon,suburban,Low
41.41,5160.6,afternoon,urban,High
32.61,835.3,afternoon,suburban,Low
2.13,9434.5,evening,intercity,Medium
27.67,2040.2,evening,urban,Medium
27.89,3741.9,afternoon,intercity,Low
4.5,618.8,morning,urban,Low
46.62,5213.7,night,intercity,Low
19.58,2629.7,evening,suburban,Low
17.53,6929.3,morning,intercity,Medium
44.56,3992.5,afternoon,suburban,Medium
8.16,8195.2,afternoon,suburban,Medium
19.34,6904.8,afternoon,urban,High
23.15,8419.2,morning,suburban,High
41.55,8684.4,evening,intercity,High
18.75,3137.9,morning,suburban,Medium
14.91,6801.7,afternoon,urban,Medium
36.32,683.8,afternoon,intercity,Low
24.56,7178.4,afternoon,intercity,Medium
27.39,2764.7,morning,urban,Medium
43.25,2731.2,morning,suburban,High
21.27,3423.9,night,urban,Low
39.89,6538.4,morning,urban,High
16.39,8437.8,afternoon,intercity,Medium
44.99,9141.1,morning,suburban,High
39.23,4747.9,morning,suburban,High
4.23,2584.6,afternoon,intercity,Low
4.37,7417.3,afternoon,urban,Medium
25.47,5886.9,evening,suburban,High
22.3,7828.6,evening,urban,High
11.02,2432.9,morning,intercity,Low
28.19,7980.1,evening,intercity,High
32.06,8987.8,night,suburban,Medium
8.99,1565.7,morning,urban,Low
21.64,932.3,afternoon,urban,Low
14.07,8311.9,afternoon,urban,High
10.23,1526.8,morning,suburban,Low
26.26,7903.0,morning,suburban,High
33.17,6715.8,night,suburban,Medium
40.34,9520.0,evening,intercity,High
23.63,4691.3,night,intercity,Low
30.7,7688.4,morning,urban,High
46.7,2652.4,evening,urban,High
9.09,9990.2,evening,suburban,High
4.39,2268.3,afternoon,suburban,Low
4.85,4229.9,evening,intercity,Low
28.78,1664.9,afternoon,suburban,Low
15.61,1082.8,morning,intercity,Low
19.47,3165.3,afternoon,urban,Medium
6.59,526.9,night,intercity,Low
2.64,3027.8,afternoon,urban,Low
45.62,4221.5,morning,urban,High
18.24,3009.1,afternoon,intercity,Low
31.67,5797.8,afternoon,intercity,Medium
24.65,1923.8,afternoon,intercity,Low
33.24,763.7,morning,intercity,Low
28.52,6825.0,morning,intercity,Medium
40.04,6734.8,evening,intercity,High
14.69,7352.4,evening,suburban,Medium
