distance,weather,congestion_level,previous_delay,train_type,delay_minutes
815.4,rain,High,9.31,passenger,20.39
626.4,clear,High,4.62,express,10.61
1230.6,fog,Medium,2.59,freight,26.14
59.2,rain,Low,4.1,passenger,10.36
987.2,clear,Low,17.73,passenger,12.89
1101.7,rain,Medium,4.51,freight,25.72
1697.5,clear,Low,14.83,freight,18.02
1630.3,rain,High,8.23,express,17.07
1186.0,clear,High,2.4,freight,21.69
296.1,rain,High,3.54,passenger,17.5
586.4,rain,Low,1.55,passenger,13.94
677.7,fog,Low,15.6,express,12.33
193.0,clear,Low,9.85,express,11.09
692.3,fog,Low,20.14,express,14.25
286.6,clear,High,2.4,freight,19.74
664.4,clear,Medium,6.35,passenger,12.2
272.6,fog,Low,1.14,freight,18.73
918.8,fog,Low,20.82,express,15.55
1352.9,rain,Low,24.19,express,14.77
1420.3,rain,Low,4.72,freight,17.5
1863.7,clear,Low,18.59,express,13.12
1552.5,clear,Low,4.28,express,9.01
448.5,storm,High,0.38,freight,52.41
1269.4,storm,Low,10.68,passenger,21.43
1693.8,clear,Medium,0.53,express,9.35
710.9,clear,Low,6.84,freight,17.53
1062.0,clear,Low,14.6,freight,16.01
168.0,clear,Medium,24.69,passenger,15.88
1235.3,clear,High,0.45,freight,18.99
312.8,rain,Medium,12.86,freight,21.6
1658.9,clear,High,0.55,express,12.82
1086.5,clear,High,5.25,express,11.04
642.4,clear,Low,5.0,express,9.08
742.0,clear,Low,1.68,express,6.35
162.7,clear,Low,0.39,passenger,6.62
91.2,fog,Low,25.91,freight,32.59
289.7,rain,High,3.89,passenger,17.01
237.5,clear,Low,0.62,freight,17.56
1770.8,rain,Low,12.13,freight,19.87
1050.0,storm,High,21.1,passenger,53.21
627.1,clear,Medium,23.79,passenger,17.63
579.8,clear,High,5.53,express,9.14
98.0,storm,Medium,3.78,freight,39.35
1216.9,clear,High,9.87,passenger,34.43
1542.6,storm,Low,0.82,passenger,18.95
1980.3,clear,Low,1.36,express,9.26
1029.5,storm,High,6.73,express,22.76
167.7,rain,High,6.17,express,12.21
791.6,clear,High,6.6,passenger,14.92
1962.0,rain,Medium,1.08,passenger,16.09
488.0,clear,Low,1.64,passenger,8.44
385.1,fog,High,18.73,passenger,29.9
1780.9,clear,Low,10.05,passenger,19.24
1778.6,clear,Medium,2.43,express,10.87
724.7,clear,Low,9.12,passenger,12.18
1921.3,rain,Low,4.98,passenger,18.07
1424.0,clear,Medium,10.36,passenger,13.31
1223.2,rain,Medium,11.32,express,12.49
1335.9,clear,Low,10.91,express,12.32
133.6,fog,Medium,22.27,passenger,25.11
1849.3,rain,Low,2.26,freight,18.7
631.4,rain,Medium,3.75,passenger,16.28
880.4,rain,High,8.7,express,15.5
1070.1,storm,Low,5.38,passenger,24.05
530.5,rain,High,27.39,express,19.06
341.2,storm,Medium,7.99,freight,37.09
1685.2,clear,Low,0.34,freight,13.17
1498.9,clear,Low,3.73,passenger,9.34
1842.5,clear,Low,8.31,express,10.09
556.2,rain,High,5.31,freight,31.63
1932.2,rain,Medium,20.73,passenger,24.19
1541.7,clear,High,18.58,express,20.65
1533.2,fog,Low,9.81,freight,22.25
1451.9,fog,High,10.09,passenger,26.38
185.7,rain,High,4.09,express,12.85
1688.9,clear,High,17.02,freight,24.92
440.1,clear,Low,3.57,express,7.05
881.7,clear,Medium,10.84,freight,17.25
1119.8,fog,Medium,10.08,passenger,19.55
1920.0,clear,High,7.92,freight,30.77
12.5,rain,Low,0.29,passenger,10.15
206.5,clear,Medium,7.45,passenger,12.84
1044.0,clear,Low,6.32,express,8.69
495.6,storm,Low,1.43,freight,28.57
1701.5,clear,Low,4.95,passenger,16.77
1506.2,rain,Medium,9.17,express,12.22
1311.1,rain,Medium,11.25,freight,29.51
1898.3,fog,Medium,8.16,express,16.63
1713.0,clear,High,23.38,freight,27.29
1260.1,rain,Medium,1.96,freight,24.59
205.5,clear,Medium,14.84,express,13.22
285.8,clear,High,5.66,express,9.82
1167.2,clear,Low,3.63,express,6.6
113.4,fog,High,12.36,express,16.93
1886.1,rain,Medium,10.39,freight,30.36
1697.6,fog,Low,0.09,passenger,13.5
599.4,clear,Low,42.18,freight,40.52
1788.1,rain,Low,5.17,passenger,14.67
1243.5,clear,Medium,2.72,express,8.1
1065.1,clear,Medium,0.54,freight,15.74
1189.6,clear,Low,5.35,freight,17.02
1956.2,storm,Low,3.22,freight,31.51
1028.9,clear,Medium,21.22,express,14.32
48.1,clear,Medium,16.56,freight,20.45
944.6,fog,Medium,1.16,express,12.99
328.4,clear,Low,6.23,passenger,10.21
1739.0,clear,Medium,0.74,passenger,11.95
1727.6,fog,Medium,15.11,express,16.75
35.4,rain,Low,0.58,express,9.61
1323.5,rain,Low,3.31,freight,19.44
558.9,rain,Low,8.54,express,9.64
1918.0,rain,High,6.74,express,15.61
371.5,clear,Low,6.39,express,10.9
348.5,clear,Low,4.34,freight,10.45
1605.6,rain,Low,0.5,express,15.53
1943.4,storm,High,5.06,passenger,45.25
747.2,clear,High,17.95,passenger,22.46
1582.1,rain,High,12.88,freight,39.3
174.6,rain,Medium,1.56,express,8.04
984.0,fog,High,7.58,freight,40.15
1531.5,clear,Low,7.69,freight,14.79
1269.6,clear,Low,16.83,express,11.48
1259.0,clear,Low,3.07,passenger,14.88
1704.8,storm,Medium,1.86,freight,43.67
114.4,fog,High,27.75,express,21.44
214.3,storm,Medium,1.44,express,14.01
1448.4,clear,High,9.64,express,13.44
683.5,clear,High,7.25,express,10.02
53.7,clear,High,4.92,passenger,19.0
647.9,clear,Low,15.06,express,12.46
1163.9,clear,High,6.57,freight,22.08
1503.1,rain,Low,3.31,express,10.42
625.2,rain,Low,21.51,passenger,17.92
480.7,fog,High,7.09,passenger,25.04
1812.3,clear,High,21.24,passenger,20.81
148.9,clear,Low,23.02,express,10.59
1664.9,rain,Low,14.92,freight,21.1
86.6,storm,Medium,2.56,passenger,25.55
1910.5,clear,Low,2.42,express,13.36
1930.4,clear,Medium,6.29,freight,17.93
1385.0,fog,High,21.08,passenger,32.56
1946.0,rain,Low,11.85,passenger,18.22
299.3,storm,Medium,19.48,freight,48.97
975.4,rain,Medium,9.51,passenger,15.66
1769.2,storm,High,1.69,freight,52.59
1823.4,rain,Low,27.42,passenger,19.49
136.9,clear,Low,5.37,passenger,7.26
1802.5,clear,Low,6.74,passenger,12.56
1647.2,storm,Low,8.95,express,18.62
1228.3,rain,Low,4.52,express,8.84
800.8,clear,Medium,21.77,freight,21.22
1583.4,fog,Low,16.22,express,15.34
443.6,rain,Low,7.67,passenger,12.63
1573.1,clear,High,4.61,express,15.08
200.7,clear,Low,12.55,freight,13.05
105.6,fog,Low,1.17,freight,18.53
1379.2,clear,High,5.08,passenger,17.81
1575.6,clear,Low,9.18,passenger,12.52
1932.0,clear,Low,1.31,express,12.65
607.3,storm,Medium,18.23,passenger,33.35
1791.4,clear,Low,3.16,freight,13.45
98.6,rain,Low,23.07,express,16.0
1391.3,clear,Low,24.73,passenger,17.62
1551.6,rain,Low,0.05,passenger,14.41
776.0,clear,Low,29.28,freight,23.64
831.2,clear,Medium,13.9,freight,19.65
1073.4,fog,Low,3.43,passenger,16.94
154.1,clear,Low,3.04,express,6.2
1769.0,clear,Low,4.32,passenger,12.57
294.2,clear,Medium,7.26,express,7.0
1540.3,rain,Medium,6.58,express,12.07
1681.5,rain,Low,7.67,freight,18.28
1235.6,clear,High,19.98,freight,24.85
1989.7,clear,Low,6.01,express,9.94
1319.5,clear,Medium,5.85,freight,16.13
1833.0,fog,Medium,10.3,passenger,22.7
1517.4,clear,Low,16.65,freight,17.64
1707.7,fog,High,19.27,express,26.37
845.1,rain,High,0.63,passenger,20.24
1273.3,fog,High,5.05,freight,38.98
746.7,clear,Low,17.37,freight,15.58
1410.0,clear,Low,8.87,freight,26.13
96.3,rain,High,4.45,freight,33.75
557.3,fog,Medium,1.61,passenger,16.17
1883.4,clear,High,2.55,passenger,15.64
1537.7,storm,Low,0.46,express,15.65
825.5,fog,High,1.09,express,16.18
267.4,storm,Low,8.75,freight,27.23
1076.8,clear,High,1.33,freight,19.2
1870.8,clear,Medium,6.52,freight,20.94
1302.2,rain,Low,7.17,passenger,16.19
206.3,fog,Medium,13.74,freight,28.69
836.2,clear,Medium,1.45,express,7.0
609.5,clear,Low,20.0,passenger,12.82
302.8,clear,Medium,6.39,express,21.3
1863.0,storm,Medium,3.71,freight,40.36
1542.7,clear,High,12.39,passenger,20.9
1696.2,clear,Medium,13.23,express,11.82
1026.8,clear,High,2.74,passenger,15.43
675.0,clear,Low,9.32,freight,15.94
1477.8,fog,Low,16.16,express,13.83
1842.3,rain,Low,1.57,passenger,16.52
1441.7,clear,High,8.94,freight,24.56
736.3,rain,Low,25.63,express,17.72
793.9,rain,Low,2.34,freight,15.03
1529.4,clear,Low,18.12,freight,16.97
1888.0,clear,High,11.97,express,18.19
1959.7,storm,High,5.03,express,26.05
718.9,clear,Medium,5.3,passenger,12.89
1006.1,rain,Medium,4.06,freight,27.34
132.2,rain,Medium,1.6,passenger,15.75
528.0,fog,Low,5.14,express,13.95
1816.7,rain,High,4.23,express,17.03
212.3,clear,Low,24.13,express,11.71
934.3,storm,High,14.4,express,26.82
258.6,clear,Low,0.98,passenger,5.87
1125.4,clear,Medium,26.26,passenger,17.68
1459.4,clear,Medium,3.97,freight,16.79
580.8,fog,High,1.61,passenger,22.09
1796.7,rain,Medium,4.45,express,20.23
983.1,storm,High,4.44,passenger,36.03
1425.1,clear,Medium,15.05,passenger,17.49
634.5,fog,Low,24.85,passenger,26.66
1115.6,storm,High,19.36,passenger,41.11
834.9,rain,Low,1.07,express,9.78
1037.7,clear,Low,4.09,passenger,12.39
697.8,storm,Low,2.21,freight,29.24
1643.8,clear,High,4.42,express,14.06
1081.4,clear,Low,1.73,passenger,7.75
237.5,fog,Low,5.17,express,8.6
450.7,storm,High,2.55,passenger,47.36
1969.5,storm,Low,14.16,express,22.02
46.3,clear,Medium,9.58,passenger,13.11
1461.6,fog,Low,10.63,freight,22.39
422.0,clear,Low,0.36,passenger,15.89
1134.3,clear,Low,7.16,freight,14.86
1066.4,clear,Low,19.34,passenger,17.8
651.6,storm,High,0.61,freight,49.73
190.6,clear,Medium,5.85,express,12.0
1460.5,clear,Medium,4.08,express,15.37
1267.2,fog,Medium,8.37,freight,28.77
142.1,clear,Medium,14.95,passenger,12.22
1494.2,storm,Low,10.02,express,27.79
1634.6,rain,Low,32.08,passenger,20.44
1727.3,clear,Low,11.77,express,11.81
1051.2,clear,Low,4.03,express,7.17
1286.2,clear,Medium,2.59,passenger,12.56
1533.8,clear,Low,24.65,passenger,17.06
1985.5,clear,High,18.02,passenger,20.42
826.6,clear,Low,5.0,express,15.66
1987.7,rain,Medium,8.62,passenger,20.69
459.9,rain,High,4.88,freight,28.16
1015.3,rain,Medium,2.94,freight,21.99
714.9,clear,Low,15.61,passenger,15.07
888.4,clear,High,11.59,passenger,18.6
789.7,rain,High,8.31,passenger,21.12
235.4,rain,Low,6.36,express,9.48
1457.3,rain,High,5.03,passenger,23.08
1379.1,rain,High,23.5,express,21.38
185.2,rain,Medium,6.53,passenger,13.74
705.8,rain,Low,35.96,express,19.36
1977.2,clear,Low,0.11,passenger,9.42
1953.3,clear,Medium,10.41,express,18.74
1989.4,rain,Medium,12.81,freight,25.03
1037.5,rain,Low,8.63,freight,21.5
912.7,clear,High,1.66,express,8.44
1767.3,storm,Medium,2.46,passenger,28.72
1390.6,clear,Medium,2.96,passenger,10.87
909.6,clear,Low,8.81,passenger,13.93
765.7,fog,Medium,3.1,express,12.65
1678.7,clear,Medium,39.43,passenger,23.75
511.4,clear,Medium,0.85,express,8.98
1768.5,storm,Medium,2.14,freight,40.3
1901.4,clear,Medium,1.88,freight,16.62
144.3,rain,High,6.06,passenger,22.67
777.2,clear,Low,16.03,freight,15.09
1945.9,clear,Medium,24.22,passenger,20.78
1728.2,clear,Medium,9.99,express,11.96
1814.7,clear,Medium,29.19,passenger,19.91
1754.6,clear,Low,0.14,express,8.03
459.4,clear,High,25.81,freight,28.08
237.5,clear,Low,0.9,freight,9.78
1479.9,fog,Medium,5.61,freight,28.23
1900.3,clear,Medium,11.32,passenger,18.54
632.9,fog,Medium,0.76,freight,28.53
210.4,clear,Medium,5.06,freight,16.63
788.1,rain,Low,2.49,passenger,14.28
788.5,rain,High,23.97,passenger,25.13
1944.2,clear,High,0.26,passenger,20.34
642.9,clear,Low,15.87,passenger,11.14
553.6,rain,Medium,8.54,passenger,17.3
270.0,clear,Low,1.93,express,6.17
177.2,clear,Medium,2.71,passenger,8.3
1651.6,rain,Medium,6.89,passenger,18.25
457.8,clear,High,9.73,passenger,15.28
509.1,rain,Low,13.07,passenger,19.73
37.5,clear,Low,28.8,passenger,18.67
1484.9,clear,High,6.83,freight,23.55
97.3,rain,Medium,8.23,passenger,14.37
882.4,storm,Low,8.66,express,14.34
1336.4,rain,Low,13.77,passenger,15.21
777.2,rain,Low,11.64,freight,20.91
961.7,rain,Low,6.42,passenger,13.16
819.4,rain,Low,0.46,express,8.07
1895.1,rain,High,31.81,express,29.03
1487.6,rain,Medium,3.31,express,11.3
1136.0,clear,Low,10.03,passenger,10.44
1607.8,rain,Low,2.65,passenger,15.65
831.5,rain,Low,1.37,freight,14.69
10.2,clear,Low,27.8,passenger,13.97
1658.1,fog,Low,2.66,passenger,17.21
81.7,clear,Low,1.19,express,7.04
10.1,storm,Medium,1.99,express,17.7
1216.7,clear,Medium,6.39,express,9.03
1999.9,clear,High,0.91,passenger,17.28
1806.1,clear,Medium,3.09,passenger,12.08
1369.0,rain,Low,2.6,express,15.01
318.7,clear,Low,2.5,freight,10.12
1973.7,clear,Medium,3.48,express,18.59
1763.0,storm,Low,0.99,freight,28.71
1519.0,rain,Low,11.56,passenger,22.17
1549.5,clear,High,4.94,freight,20.97
1004.5,clear,Low,3.98,freight,11.26
1647.0,clear,High,9.97,passenger,18.82
990.6,clear,Low,3.83,express,16.44
103.4,clear,High,34.71,freight,27.45
354.1,clear,Medium,10.83,express,10.26
1077.5,clear,Low,40.85,freight,26.83
1298.2,clear,Low,5.42,freight,14.13
776.2,rain,High,4.23,passenger,22.3
612.3,fog,Low,13.32,express,16.49
1563.1,clear,Medium,13.31,express,12.57
1629.6,clear,Medium,0.41,freight,18.26
1077.3,clear,Low,1.86,express,12.0
480.6,rain,High,13.67,express,14.15
1228.5,clear,Low,18.24,passenger,16.85
1673.1,clear,Medium,8.89,passenger,19.26
1609.4,clear,Low,18.52,express,12.79
1281.7,clear,Low,6.62,express,11.59
1671.2,clear,Medium,57.2,passenger,28.21
468.8,rain,High,14.11,freight,31.28
1476.0,storm,Low,3.51,freight,30.58
153.1,rain,Medium,3.04,express,7.64
1692.1,clear,High,13.11,express,14.8
598.0,clear,Low,5.32,freight,11.99
242.2,rain,Medium,11.98,passenger,15.08
1602.7,rain,Medium,0.84,passenger,16.44
1268.4,fog,Medium,12.55,express,18.19
209.1,clear,Low,7.8,passenger,10.79
1804.1,rain,Medium,1.68,express,10.64
1746.2,storm,Low,1.08,passenger,20.26
1164.9,storm,Low,25.85,express,23.08
960.5,clear,Medium,17.77,express,12.56
312.0,clear,Medium,47.91,passenger,24.68
289.4,fog,Low,5.35,express,8.26
1061.3,clear,Medium,6.1,passenger,11.42
348.1,clear,High,9.63,passenger,15.07
748.8,rain,Low,5.31,passenger,15.02
1792.9,clear,High,7.57,passenger,16.43
322.9,rain,Medium,7.32,freight,20.72
165.6,fog,Low,16.07,passenger,15.26
145.2,rain,Low,14.24,freight,18.74
325.1,rain,High,0.52,express,11.26
1343.4,clear,High,0.02,express,16.78
1212.6,storm,High,8.97,express,24.27
1471.1,rain,Medium,3.5,passenger,16.06
1176.2,storm,Medium,6.0,passenger,29.8
1374.9,storm,Low,8.58,freight,31.26
821.6,clear,Medium,16.5,freight,18.22
1387.8,storm,High,3.1,express,21.92
120.8,storm,High,0.22,freight,50.09
674.1,storm,High,6.6,express,30.88
55.8,storm,Low,6.11,express,11.02
1769.4,rain,Medium,1.19,freight,20.92
731.0,rain,High,3.47,express,12.49
1083.9,fog,Medium,11.7,express,14.11
535.4,rain,Medium,17.78,express,15.09
1076.2,clear,Medium,2.72,passenger,14.91
1660.0,clear,High,9.45,express,12.19
1981.7,fog,Low,9.23,passenger,24.86
601.4,rain,Medium,10.69,express,13.32
1898.7,storm,Low,1.78,passenger,23.1
1272.0,rain,Medium,11.11,express,12.99
1232.4,clear,Low,12.45,passenger,11.44
1774.3,clear,Low,13.02,express,11.45
1564.9,clear,Low,1.39,express,10.74
1178.8,clear,Low,6.7,express,9.33
1211.0,rain,Low,2.69,express,9.72
983.0,rain,Low,18.01,freight,19.63
1554.6,fog,Low,11.21,passenger,20.35
1903.2,clear,High,28.08,freight,28.68
1495.2,rain,Low,5.49,freight,20.77
616.0,clear,Low,4.04,passenger,9.8
167.6,clear,Low,1.84,freight,9.26
1530.7,clear,Low,1.01,passenger,10.71
1039.1,clear,Low,10.72,express,9.95
1146.6,rain,Low,27.99,freight,29.57
1489.9,fog,Low,0.54,passenger,16.56
1939.9,clear,Low,26.85,passenger,23.33
676.2,clear,Medium,15.47,express,11.27
1504.9,clear,High,3.45,freight,24.14
921.2,rain,High,4.75,freight,30.0
1955.7,storm,High,6.96,freight,55.7
888.8,rain,Medium,13.45,freight,25.93
1814.7,clear,Medium,4.93,passenger,14.53
1045.9,clear,Medium,3.16,freight,21.96
1255.8,clear,High,11.84,passenger,16.1
1499.4,clear,Medium,0.29,freight,15.04
1438.1,clear,Medium,3.83,express,8.9
1364.8,clear,Medium,1.09,freight,14.47
1449.8,storm,Low,4.93,freight,28.72
935.5,clear,Medium,8.42,freight,16.11
518.1,clear,Low,0.45,passenger,12.6
587.2,storm,High,1.39,passenger,31.78
1758.6,clear,Medium,4.03,passenger,13.92
1333.3,clear,Low,4.53,freight,16.43
867.6,rain,Low,2.52,express,10.39
1802.2,clear,Low,0.33,freight,14.9
481.1,clear,Low,0.15,express,4.16
1188.3,storm,High,10.17,express,25.72
273.0,clear,High,14.46,passenger,15.36
1388.1,clear,Low,0.77,express,14.21
1325.7,clear,Low,1.19,passenger,11.21
1891.2,fog,High,2.16,freight,36.89
1065.1,rain,Medium,15.33,express,14.93
1157.7,clear,Low,16.54,express,21.83
346.8,clear,Low,7.47,passenger,10.47
499.4,storm,High,0.31,express,24.75
1749.1,clear,Low,26.29,express,24.3
1394.1,fog,Low,1.07,freight,19.26
1287.3,clear,Low,4.21,express,8.53
30.3,storm,High,0.3,express,18.46
524.1,clear,High,13.43,passenger,23.01
1235.7,clear,Medium,0.93,passenger,13.04
69.8,clear,Low,5.11,passenger,11.2
771.4,fog,High,5.61,freight,37.12
1914.5,rain,Medium,9.94,freight,29.1
562.3,clear,Low,6.52,express,6.52
1663.7,rain,Low,9.49,freight,22.5
527.6,rain,Medium,2.08,passenger,14.78
1206.3,storm,Low,4.17,freight,27.77
1826.6,clear,Low,37.43,passenger,22.31
1647.4,clear,Low,14.73,passenger,13.87
525.1,clear,Medium,6.49,passenger,11.11
87.4,clear,Low,0.64,freight,20.8
88.3,rain,Low,5.75,passenger,9.84
1281.0,clear,High,15.33,freight,23.72
230.8,rain,Low,20.46,passenger,16.17
745.5,clear,High,17.05,freight,28.56
1908.5,clear,Low,6.06,freight,14.28
1026.7,clear,Low,4.28,passenger,8.44
675.1,clear,Medium,9.43,passenger,13.39
1210.1,rain,Low,2.7,express,7.99
251.2,fog,High,19.57,passenger,30.7
955.0,fog,High,0.37,passenger,22.17
733.3,clear,High,3.08,freight,20.89
1538.7,clear,Medium,17.33,freight,20.15
181.5,rain,Low,0.72,passenger,16.29
820.9,fog,Medium,30.56,freight,34.31
1602.2,clear,Medium,20.01,express,15.32
893.0,clear,Low,7.58,freight,13.25
1579.8,clear,Medium,1.64,freight,17.26
342.7,fog,High,30.46,passenger,32.98
1468.9,clear,Low,7.25,express,9.66
1034.7,clear,Medium,25.46,passenger,17.93
1868.2,clear,Low,11.28,express,12.77
1044.1,storm,High,20.09,express,26.26
1291.7,clear,Medium,18.26,freight,20.13
1677.3,clear,Medium,12.62,passenger,17.97
968.2,fog,High,5.8,express,16.18
1660.8,clear,Low,7.43,passenger,13.37
1140.1,fog,High,5.24,freight,40.69
889.9,rain,Low,4.42,passenger,12.77
1294.7,clear,Low,8.55,freight,21.28
865.0,storm,Medium,9.8,freight,38.34
1201.1,rain,Low,1.73,passenger,11.77
1261.6,rain,Low,0.08,express,11.96
352.0,clear,High,25.54,express,14.93
671.3,rain,Medium,19.36,passenger,18.15
521.7,rain,Medium,12.35,freight,22.49
108.8,clear,Low,9.75,passenger,13.53
771.2,clear,Medium,3.56,freight,15.0
1272.5,clear,High,4.97,passenger,15.35
637.7,clear,Low,0.32,passenger,9.31
1178.9,storm,Low,5.19,passenger,21.17
1741.9,storm,Medium,0.25,passenger,30.55
1200.9,fog,Low,0.39,express,8.77
488.9,clear,Low,29.76,express,16.97
390.3,fog,Low,0.77,express,7.14
664.9,rain,Medium,7.01,express,17.18
1293.8,clear,High,0.28,passenger,19.85
212.5,storm,Low,19.93,passenger,21.41
28.8,clear,Low,1.08,freight,18.37
1617.8,clear,Low,8.7,freight,14.85
1108.9,clear,Low,21.65,express,14.89
646.9,storm,Medium,0.26,passenger,23.21
953.7,clear,High,12.54,freight,23.58
1940.8,fog,High,0.38,express,23.96
162.8,fog,Low,8.34,express,16.32
605.6,storm,Low,2.7,passenger,18.92
1327.1,clear,High,0.4,passenger,13.0
213.3,rain,Low,12.3,express,8.75
251.4,rain,High,3.39,express,11.27
130.2,clear,Medium,6.7,passenger,9.43
915.1,clear,Low,3.7,passenger,11.4
549.7,rain,Low,23.24,express,15.41
1562.0,storm,Medium,0.47,freight,41.73
1838.5,clear,Medium,7.01,freight,17.25
149.7,rain,Medium,7.52,express,9.04
1115.7,clear,Low,9.63,passenger,12.54
860.4,clear,High,0.03,express,8.06
1817.3,clear,Low,1.57,express,12.12
962.3,clear,High,6.03,passenger,16.0
1599.3,clear,Low,19.07,freight,17.14
293.5,rain,High,16.08,freight,30.8
109.5,rain,Low,4.04,freight,15.17
299.4,clear,Low,11.3,passenger,13.39
602.7,clear,Medium,13.97,express,12.5
1392.0,fog,High,9.33,freight,39.82
1654.6,rain,Medium,3.24,passenger,15.34
829.3,clear,Medium,14.2,express,10.23
1618.5,storm,Low,3.99,express,16.63
1501.3,clear,Medium,20.18,freight,20.3
1335.7,storm,Medium,8.84,freight,46.22
1785.4,clear,High,27.64,freight,30.06
1108.8,rain,Low,12.53,passenger,16.46
1534.9,clear,Low,9.09,passenger,12.31
1573.1,rain,Low,1.18,passenger,18.74
1895.3,clear,High,1.92,passenger,17.13
1825.0,clear,Medium,16.13,express,15.06
426.6,clear,High,2.29,passenger,11.75
1038.1,rain,Low,8.04,passenger,15.01
1262.7,clear,High,11.47,express,12.87
1791.7,rain,Low,1.15,freight,19.14
812.8,clear,Medium,9.69,freight,15.99
1108.3,clear,Low,5.67,freight,12.16
1617.5,clear,Low,0.92,express,7.66
654.0,fog,Medium,16.17,express,16.29
206.9,clear,High,3.93,freight,17.85
328.8,fog,Low,0.86,express,7.09
1888.2,clear,Low,2.35,freight,14.7
52.3,clear,Low,21.99,freight,17.03
1930.4,storm,High,8.38,freight,57.7
831.0,rain,Medium,6.4,express,25.36
320.1,clear,High,2.68,freight,38.06
1648.6,clear,High,20.32,freight,26.16
1096.6,clear,Medium,5.68,express,9.56
916.2,clear,Low,3.98,passenger,10.66
1170.9,clear,Low,5.15,express,7.47
1867.7,rain,Low,4.54,express,12.46
1466.1,storm,Medium,5.78,express,17.73
1743.9,rain,Low,5.99,freight,22.24
985.4,storm,High,4.62,freight,55.79
419.8,clear,Low,0.71,express,5.5
466.3,clear,Low,2.27,freight,15.91
1820.0,fog,High,4.93,passenger,26.59
1116.3,clear,Medium,15.49,freight,20.33
1616.5,clear,Low,5.47,passenger,12.65
1997.1,storm,High,4.42,freight,54.96
38.4,clear,Low,4.98,freight,11.7
700.2,fog,Medium,3.02,passenger,18.57
229.5,clear,Medium,9.45,express,9.86
1255.4,rain,Medium,19.89,freight,25.75
1983.6,rain,Medium,0.34,passenger,15.79
263.4,rain,Low,5.66,freight,19.18
568.1,rain,Medium,5.66,express,11.33
510.9,clear,Low,15.77,freight,14.03
1433.8,rain,Medium,1.19,freight,22.36
1664.6,rain,Medium,22.83,passenger,22.21
104.5,storm,Medium,28.06,freight,42.63
189.8,clear,Low,8.08,passenger,8.54
1699.0,storm,High,15.04,passenger,39.37
1622.6,rain,High,0.88,express,12.56
1307.5,clear,High,9.47,passenger,19.04
1851.3,clear,Low,22.76,express,19.17
408.5,rain,Medium,10.58,express,11.91
1677.3,rain,Low,5.41,passenger,17.93
694.8,rain,Low,18.54,freight,19.93
1173.0,rain,Low,0.12,passenger,16.14
1440.2,rain,High,0.41,passenger,23.27
25.3,rain,Low,23.04,express,13.96
486.0,clear,Low,9.71,passenger,10.16
554.8,clear,Medium,19.93,passenger,19.44
1175.5,rain,Medium,5.6,express,10.39
1160.9,clear,High,15.24,passenger,18.19
1088.1,rain,Medium,35.69,passenger,28.18
36.9,fog,Low,18.18,passenger,17.51
1133.0,clear,Medium,4.16,passenger,11.74
1586.9,clear,Low,2.5,express,9.76
1174.4,rain,Medium,7.71,passenger,16.27
1436.4,clear,Low,10.66,passenger,20.04
1986.0,rain,High,0.91,express,16.23
1899.9,rain,Medium,6.44,freight,23.29
1406.3,clear,Medium,10.88,freight,17.35
417.4,clear,Low,6.42,passenger,11.43
1373.1,clear,High,28.06,freight,28.59
1157.3,rain,Medium,7.63,express,13.19
1497.0,rain,Low,13.33,passenger,19.36
658.2,clear,Low,10.59,freight,15.93
822.9,clear,Medium,3.12,freight,16.15
1936.8,fog,Medium,0.71,express,14.74
672.8,rain,Medium,9.98,freight,24.81
1331.7,storm,Low,10.91,freight,33.66
366.5,clear,Medium,12.57,freight,15.99
1725.0,clear,Medium,7.23,freight,20.32
129.2,clear,Medium,48.77,express,19.74
1666.1,rain,Medium,1.02,freight,20.58
1691.6,clear,Low,1.87,passenger,9.24
1361.7,rain,High,2.75,freight,28.24
1529.4,clear,Medium,6.75,passenger,13.43
1794.3,rain,High,15.58,express,21.64
1839.8,fog,High,30.26,express,25.79
186.7,rain,High,2.38,express,10.34
76.3,clear,High,9.83,passenger,13.58
196.5,fog,Low,5.05,express,8.76
637.6,clear,Medium,2.76,express,8.05
353.6,clear,Low,11.88,freight,15.39
758.5,clear,Medium,1.23,express,6.39
1768.0,clear,Medium,1.35,express,8.74
1084.0,clear,Medium,12.55,passenger,14.4
1162.6,clear,Medium,13.16,freight,20.48
239.8,storm,Medium,8.51,passenger,31.5
1315.7,clear,Low,0.15,freight,12.56
1098.3,clear,Low,8.62,freight,14.73
1076.4,storm,Medium,0.07,express,22.63
1157.7,rain,Medium,5.64,express,12.22
480.9,rain,Low,10.28,passenger,21.08
1015.9,storm,Medium,19.11,express,21.46
1578.4,clear,Low,10.36,express,10.2
1335.5,rain,Medium,19.92,express,15.34
1237.9,storm,Low,0.2,express,12.48
250.0,storm,Low,4.97,freight,26.0
789.6,clear,Low,1.1,freight,10.65
1877.4,storm,Low,18.94,express,20.1
627.0,fog,Low,19.45,freight,23.73
1914.0,clear,Low,1.54,express,9.58
1547.6,rain,High,15.64,passenger,23.14
1598.9,clear,Medium,1.94,freight,16.76
1025.3,clear,Low,8.86,express,8.56
1496.5,clear,Low,38.0,passenger,19.61
565.0,clear,High,19.92,passenger,17.33
971.1,clear,Medium,9.23,express,10.91
523.1,clear,Low,3.57,passenger,7.76
1969.5,fog,High,24.42,freight,53.75
315.8,fog,Medium,20.65,freight,34.04
