temperature,vibration,usage_hours,last_service_days,fault_history,risk_score,status
56.09,4.6115,4573.9,107,0,14.64,Healthy
68.2,1.6231,30791.7,264,3,37.49,Warning
86.43,6.0112,16121.1,274,9,45.73,Critical
80.37,1.7161,48460.0,242,8,54.42,Critical
89.21,1.5278,3297.0,301,12,40.45,Warning
78.77,3.6664,18896.5,37,2,28.43,Healthy
92.48,0.2741,25533.3,275,1,36.95,Warning
60.27,0.0867,6353.1,285,3,23.81,Healthy
93.25,1.6985,22900.6,338,1,46.29,Critical
66.42,0.8676,17692.8,123,8,29.4,Healthy
69.34,1.4909,11854.4,12,9,21.13,Healthy
70.3,0.8145,15193.5,73,2,24.33,Healthy
102.48,1.7272,16496.6,76,13,40.55,Warning
63.67,1.12,45964.0,154,3,41.77,Warning
82.22,7.6576,21016.3,191,2,48.74,Critical
81.28,2.5001,11400.4,76,1,23.0,Healthy
76.46,0.1878,32170.0,160,13,43.19,Critical
63.14,1.4694,7304.5,347,12,37.68,Warning
57.81,0.0027,25659.3,200,4,31.92,Healthy
57.72,8.2347,43314.0,68,4,44.72,Critical
91.31,1.8015,37786.7,88,4,35.13,Warning
63.13,1.2709,36009.3,361,12,45.23,Critical
56.81,4.3628,11303.1,105,8,29.54,Healthy
89.31,0.0454,26654.5,298,10,47.82,Critical
84.2,3.6218,49586.8,300,1,53.7,Critical
74.44,3.9681,23625.8,20,12,40.81,Warning
67.01,3.2616,8770.3,218,8,39.79,Warning
33.88,0.3966,41716.2,324,5,38.4,Warning
63.19,3.2308,44800.3,323,7,48.42,Critical
72.28,4.4432,2982.9,261,12,38.2,Warning
58.73,6.4033,37454.7,115,2,45.72,Critical
58.75,1.5988,29759.2,102,14,36.91,Warning
105.67,0.513,15677.9,104,8,38.95,Warning
49.23,1.2258,19576.0,74,6,20.01,Healthy
79.22,0.3215,29777.1,350,9,43.39,Critical
62.74,0.5171,30375.2,349,9,44.73,Critical
77.59,4.5662,20839.1,279,13,45.04,Critical
56.48,1.5985,35522.7,160,9,39.23,Warning
92.64,2.06,18302.7,118,9,35.74,Warning
69.63,3.2005,33539.4,319,9,47.57,Critical
100.3,0.0504,23527.9,49,2,29.82,Healthy
95.18,1.9726,21384.0,167,2,39.1,Warning
60.99,2.6677,22112.4,46,1,26.98,Healthy
59.51,0.6459,6346.6,180,7,23.07,Healthy
54.97,3.1915,21014.3,178,8,29.76,Healthy
59.7,0.1628,41705.6,350,4,43.77,Critical
93.12,2.0059,42716.9,321,14,58.22,Critical
99.1,0.2918,6985.8,26,4,26.66,Healthy
65.77,3.859,25855.4,338,5,44.53,Critical
91.06,0.2031,8146.6,5,4,23.94,Healthy
73.92,2.3951,48423.9,200,7,50.25,Critical
70.6,5.95,46914.2,85,14,49.48,Critical
72.5,9.3493,7422.9,193,1,35.76,Warning
86.61,1.2554,37317.0,255,8,46.62,Critical
44.52,4.1133,19518.4,225,0,19.93,Healthy
69.2,0.6131,31181.2,349,7,40.27,Warning
65.49,3.3002,4619.8,212,11,33.29,Healthy
87.06,4.0796,621.8,209,11,35.47,Warning
86.01,8.466,8774.0,17,10,38.22,Warning
90.03,0.8358,12302.0,315,1,36.64,Warning
84.49,1.2774,27872.9,336,3,41.23,Warning
80.25,2.6379,13242.8,294,0,33.29,Healthy
62.57,2.0082,24243.3,348,3,39.34,Warning
78.85,2.2043,28446.7,315,8,41.85,Warning
69.35,5.7691,35665.5,119,12,46.25,Critical
67.04,7.4681,16639.2,80,5,31.42,Healthy
41.48,0.946,46219.6,59,9,27.22,Healthy
91.21,1.1884,30937.2,168,9,41.63,Warning
60.32,0.7475,26401.2,89,6,20.25,Healthy
74.45,0.0039,42288.6,37,11,42.06,Warning
103.48,1.5348,29290.1,108,3,36.99,Warning
88.62,1.9151,8771.2,128,4,29.54,Healthy
67.9,0.3709,48531.2,173,12,42.71,Critical
112.69,7.8243,49318.1,162,6,58.36,Critical
90.76,1.2032,47735.1,82,2,39.08,Warning
62.39,4.0819,24837.9,248,7,42.31,Critical
68.16,1.6417,42341.5,182,5,41.83,Warning
90.76,1.4905,3969.6,102,5,23.62,Healthy
87.77,8.8544,45944.2,176,12,58.24,Critical
81.24,0.4303,41468.0,21,7,40.46,Warning
56.91,0.2832,18851.9,179,1,28.57,Healthy
73.66,1.0758,17209.0,354,14,43.82,Critical
87.91,1.3809,37855.4,41,4,34.97,Warning
103.74,3.1252,907.0,258,7,37.6,Warning
77.59,1.7363,45184.7,285,8,54.36,Critical
72.17,2.0591,40667.0,327,1,46.9,Critical
71.86,1.5919,39500.2,306,3,40.43,Warning
82.85,3.0503,2972.6,120,13,33.06,Healthy
47.83,3.1141,44566.0,354,9,49.17,Critical
69.02,1.7729,15352.3,34,3,19.57,Healthy
73.22,0.333,2532.6,170,2,25.21,Healthy
80.5,1.6148,12648.7,342,11,44.93,Critical
74.09,1.2925,38310.8,315,13,48.25,Critical
71.37,1.7229,49000.1,37,12,45.8,Critical
67.54,2.4209,33744.6,171,7,40.6,Warning
76.22,0.5245,26654.5,333,8,43.23,Critical
83.02,0.2877,39507.9,292,2,43.8,Critical
80.88,0.2301,30878.8,117,10,35.6,Warning
89.99,0.5067,29885.4,353,8,51.89,Critical
68.79,5.6462,1694.5,101,1,26.58,Healthy
84.34,1.1979,49709.3,261,5,55.78,Critical
52.2,2.4694,38946.9,198,1,32.78,Healthy
70.18,0.0211,40368.2,111,11,38.46,Warning
96.54,2.1444,35271.1,130,0,41.36,Warning
61.79,0.009,8683.4,61,6,16.06,Healthy
85.74,4.2874,11626.4,73,7,30.17,Healthy
65.68,0.6142,17059.3,80,13,26.72,Healthy
77.09,6.2537,42688.3,283,10,56.16,Critical
52.03,10.3297,14929.9,301,5,42.45,Critical
101.65,7.508,41904.1,181,11,54.78,Critical
97.88,2.1144,47876.9,96,5,46.63,Critical
64.4,1.7922,9833.9,85,5,25.51,Healthy
59.86,0.4427,10853.0,51,0,16.06,Healthy
50.97,1.1052,37610.6,148,6,34.9,Warning
78.68,1.5216,8183.4,124,4,30.89,Healthy
78.41,3.5394,18219.0,33,3,27.91,Healthy
84.04,0.0885,44987.6,117,12,47.03,Critical
82.02,1.6535,27063.3,178,4,34.32,Warning
60.65,3.7728,6618.2,146,5,29.57,Healthy
91.59,16.4423,2824.5,295,14,62.48,Critical
98.98,2.2377,44521.9,11,3,40.33,Warning
70.8,2.6007,25805.2,90,13,34.31,Warning
66.62,8.6217,31454.7,113,3,39.95,Warning
72.13,3.4123,7101.4,107,2,24.13,Healthy
69.6,0.016,33128.0,80,10,34.23,Warning
88.56,4.0183,49553.5,317,3,57.71,Critical
89.05,2.6535,24555.8,131,13,46.2,Critical
84.77,3.3352,18830.5,78,9,34.63,Warning
70.8,2.5297,24066.4,28,10,28.13,Healthy
76.18,3.1496,40306.1,257,6,43.66,Critical
90.75,1.5459,38851.3,122,7,47.25,Critical
84.86,0.6562,3398.4,49,7,25.86,Healthy
78.64,1.6385,6044.9,328,9,38.91,Warning
80.68,1.6542,34446.3,290,1,36.83,Warning
92.64,1.1652,44398.8,250,8,49.27,Critical
69.91,4.4732,8972.8,245,14,39.67,Warning
60.13,0.6757,31164.6,216,10,36.61,Warning
70.22,0.0316,6757.1,355,13,38.99,Warning
103.89,6.0394,16349.2,175,0,42.45,Critical
63.49,3.5209,41394.5,261,7,46.7,Critical
93.81,12.2637,21577.3,232,3,50.01,Critical
58.93,1.0178,7554.3,240,4,29.97,Healthy
75.94,2.8255,39508.1,344,4,49.92,Critical
85.46,5.9515,34611.7,116,9,51.13,Critical
69.79,2.1066,44543.8,77,13,48.48,Critical
65.9,0.9343,4568.5,33,3,18.63,Healthy
81.63,0.3581,38357.3,264,10,51.88,Critical
59.84,5.4656,18021.9,251,8,36.89,Warning
91.76,0.2965,27073.1,211,4,37.07,Warning
66.59,1.9694,25823.4,184,6,36.3,Warning
82.79,0.393,45737.7,134,10,37.6,Warning
66.61,2.1343,45129.2,112,7,39.56,Warning
73.61,1.4314,38601.3,226,5,40.24,Warning
73.31,1.4057,34787.6,356,3,43.56,Critical
90.15,5.5959,47638.5,229,10,62.24,Critical
84.21,0.3228,36939.3,187,7,48.86,Critical
58.11,3.6066,38699.3,261,13,48.25,Critical
53.73,2.7809,14620.1,67,8,23.65,Healthy
57.69,1.8169,32506.3,74,7,36.26,Warning
62.78,3.0896,24482.1,103,2,29.56,Healthy
91.07,1.8387,39282.0,128,1,40.56,Warning
77.73,1.0159,25861.9,98,11,40.31,Warning
91.73,5.0645,35685.9,12,12,46.57,Critical
63.43,0.2877,2494.3,122,11,18.73,Healthy
71.04,1.5738,39320.3,35,5,39.59,Warning
68.59,2.1193,44543.4,150,9,47.55,Critical
52.03,1.7844,21421.7,279,4,31.37,Healthy
93.3,2.2,40001.8,30,1,39.33,Warning
58.9,0.0095,1562.0,136,6,22.43,Healthy
56.55,5.8839,35034.8,300,13,49.31,Critical
79.63,0.0435,43478.5,57,7,37.38,Warning
90.65,0.4007,21144.0,237,9,36.73,Warning
87.26,1.5508,25974.7,41,10,37.52,Warning
82.86,0.2533,46289.6,64,3,38.33,Warning
98.01,8.1462,47358.1,223,8,64.18,Critical
66.19,4.1403,4790.5,6,12,27.42,Healthy
49.95,9.5725,26675.8,364,1,43.24,Critical
83.41,0.7959,41592.8,260,8,49.27,Critical
69.87,4.5116,43566.1,178,13,53.88,Critical
84.6,6.5269,29361.3,75,10,47.8,Critical
103.85,2.0455,34063.5,164,3,43.44,Critical
91.28,5.0673,31869.8,114,3,38.12,Warning
80.3,4.6089,14648.4,67,4,26.75,Healthy
66.89,3.4702,139.7,180,9,28.31,Healthy
91.89,6.9537,11124.5,174,14,50.29,Critical
91.36,1.6589,5544.1,212,8,29.27,Healthy
87.56,0.137,16065.1,204,13,36.59,Warning
79.34,2.6385,29431.1,42,14,35.17,Warning
61.95,0.1493,46291.1,181,13,45.58,Critical
79.62,3.5729,14706.3,261,1,34.91,Warning
94.62,0.3574,40984.5,37,0,36.81,Warning
65.14,0.9622,6811.5,148,10,31.81,Healthy
85.09,2.3882,27013.8,122,2,32.65,Healthy
105.8,1.5498,14764.6,51,12,34.19,Warning
85.89,0.9432,49401.4,262,5,51.57,Critical
84.91,2.5888,25960.9,193,0,37.52,Warning
78.33,1.1724,36677.3,206,13,48.61,Critical
87.06,3.5543,4389.8,223,4,26.55,Healthy
122.15,0.4875,45263.2,255,5,56.39,Critical
64.85,0.4298,10448.6,306,7,33.18,Healthy
65.58,3.5108,24922.7,208,0,33.92,Warning
80.68,3.0947,49360.9,211,11,52.69,Critical
60.85,1.8267,44701.6,40,10,36.53,Warning
63.51,3.2153,17681.1,204,9,37.02,Warning
61.03,7.6862,20076.5,269,12,39.04,Warning
75.83,3.8662,17082.0,62,3,33.65,Healthy
45.01,0.5048,26561.1,237,8,32.89,Healthy
65.08,1.0986,6226.0,106,12,26.31,Healthy
58.06,0.4648,43408.7,200,1,36.95,Warning
69.04,1.6895,30797.8,49,2,27.67,Healthy
82.06,3.6612,26003.1,325,2,43.01,Critical
82.0,0.0149,22546.9,69,1,28.51,Healthy
76.57,1.8163,29695.6,251,1,36.51,Warning
83.34,10.9063,5430.7,93,4,36.3,Warning
70.56,1.2731,27639.6,169,3,39.05,Warning
73.85,2.1177,48627.7,312,8,54.01,Critical
63.64,1.8685,25351.6,284,7,36.29,Warning
77.28,2.5628,47632.5,159,1,41.74,Warning
69.95,8.3537,37749.1,81,2,42.09,Warning
49.99,0.0649,37093.7,180,12,40.46,Warning
75.36,0.9615,17274.0,292,10,44.02,Critical
108.72,0.0195,41202.0,255,2,51.11,Critical
51.51,5.7977,20550.4,234,6,35.33,Warning
75.98,1.2033,18681.8,47,10,34.13,Warning
48.15,1.6213,48917.5,195,12,48.16,Critical
98.39,6.1897,49353.7,267,7,57.17,Critical
103.04,1.2296,29505.3,281,8,49.59,Critical
91.15,3.1034,41761.3,38,14,51.18,Critical
97.27,2.5592,20650.9,141,8,35.91,Warning
72.31,2.2031,7989.1,310,13,47.32,Critical
64.58,0.5349,29479.9,178,10,36.18,Warning
54.59,0.1479,24402.7,129,9,25.68,Healthy
74.1,5.244,22564.6,146,6,34.5,Warning
88.43,0.0665,29488.0,30,7,34.53,Warning
81.59,0.1677,572.3,109,14,29.58,Healthy
71.46,0.4089,49518.1,301,9,50.76,Critical
100.3,3.1616,22931.0,252,5,47.31,Critical
55.7,0.1478,15406.8,98,12,30.25,Healthy
62.48,8.5089,14622.9,277,11,47.81,Critical
89.04,0.7396,28646.9,222,14,43.66,Critical
46.37,0.1016,3230.4,209,2,15.61,Healthy
55.67,2.0951,3894.0,263,5,29.29,Healthy
72.93,1.8436,13665.6,289,11,36.8,Warning
84.02,1.6422,781.2,286,2,25.68,Healthy
84.12,1.087,9786.4,322,4,34.42,Warning
92.8,4.4314,38908.4,74,12,46.7,Critical
82.9,3.1842,3505.0,83,6,30.87,Healthy
60.74,1.0711,10001.1,147,5,25.17,Healthy
68.89,1.9023,7995.1,310,12,39.14,Warning
68.01,3.4001,32555.8,150,7,37.04,Warning
87.12,5.0087,34893.0,299,4,54.59,Critical
85.46,0.6401,22837.1,72,11,31.56,Healthy
68.25,17.3847,10736.9,200,2,48.29,Critical
49.77,0.4903,23174.3,272,10,38.19,Warning
77.67,0.5106,16135.0,332,1,29.49,Healthy
52.32,1.7544,48403.7,173,10,47.77,Critical
58.78,0.254,19165.6,182,6,26.32,Healthy
77.18,7.3071,17194.7,233,9,41.39,Warning
78.59,0.1249,30015.2,68,13,45.11,Critical
63.43,1.7164,17881.0,317,0,34.53,Warning
75.01,0.305,9344.6,250,11,33.62,Healthy
79.86,0.503,40930.0,261,12,50.69,Critical
101.02,2.9477,9774.0,110,0,22.78,Healthy
85.88,0.1476,9429.2,160,13,33.39,Healthy
63.7,1.04,6684.4,36,6,17.43,Healthy
67.9,0.3445,3451.5,288,3,28.3,Healthy
79.38,1.5469,13637.8,60,5,28.42,Healthy
87.06,0.8165,37699.9,173,13,48.02,Critical
74.49,8.4891,44026.7,293,11,60.4,Critical
73.12,1.7128,23373.0,186,0,33.03,Healthy
96.23,0.6903,12.7,243,9,37.52,Warning
75.26,1.4131,5207.8,322,4,38.35,Warning
44.96,1.4607,15854.8,247,1,23.92,Healthy
116.02,0.3976,7630.7,174,2,32.89,Healthy
69.73,1.2337,8802.4,60,5,21.84,Healthy
67.71,0.748,28210.1,209,2,32.76,Healthy
80.17,1.0156,46865.5,82,9,43.14,Critical
76.49,4.7607,36566.7,267,8,50.45,Critical
87.28,2.8853,44583.3,263,3,46.52,Critical
76.2,0.0654,15234.8,311,13,45.57,Critical
84.8,1.3971,36169.4,14,13,43.32,Critical
63.23,2.1195,42690.9,315,4,50.17,Critical
39.86,0.577,44257.8,317,0,39.81,Warning
80.48,2.4689,37476.9,52,6,33.86,Healthy
59.13,3.5402,34966.7,1,6,31.25,Healthy
51.24,8.5411,23941.0,349,3,41.53,Warning
77.11,0.5872,11200.5,155,9,37.29,Warning
76.73,1.8352,14456.2,257,6,32.51,Healthy
82.09,1.8885,34384.0,266,3,40.0,Warning
90.72,0.0878,21329.4,94,0,27.56,Healthy
72.03,1.9677,46408.7,362,7,55.52,Critical
50.61,2.1365,27567.5,132,4,23.64,Healthy
86.46,7.1759,47546.4,199,3,54.44,Critical
83.98,0.3592,8011.1,355,13,42.2,Critical
58.79,0.7821,26886.1,193,10,30.11,Healthy
103.09,4.4059,40255.8,359,7,58.37,Critical
62.62,1.3196,11762.5,100,14,30.9,Healthy
89.97,0.2155,30977.1,110,10,38.61,Warning
85.36,2.2198,32901.5,300,7,47.33,Critical
59.76,0.5491,34603.6,241,14,45.52,Critical
67.62,0.6059,37932.4,318,9,51.24,Critical
84.01,1.0657,7101.8,152,13,29.38,Healthy
90.58,3.8202,25200.2,313,10,55.89,Critical
64.38,0.0864,17388.2,315,14,37.01,Warning
65.18,0.6818,25542.9,216,5,39.53,Warning
55.73,2.497,8493.0,241,5,36.86,Warning
94.19,0.9579,49558.9,299,4,53.85,Critical
88.28,6.1435,16125.8,65,2,33.05,Healthy
73.16,0.1614,24737.3,297,3,35.16,Warning
55.59,0.933,46946.0,169,4,34.82,Warning
72.31,2.5289,12493.7,22,5,23.98,Healthy
74.81,0.4159,28201.8,225,8,40.05,Warning
82.05,0.8009,40088.1,347,12,55.95,Critical
47.72,1.0617,30168.7,32,1,23.5,Healthy
85.5,1.2733,22295.8,168,1,30.05,Healthy
70.69,4.3709,12051.3,267,8,42.15,Warning
89.57,0.737,17554.0,189,12,36.39,Warning
83.21,1.7552,9095.1,240,4,27.93,Healthy
59.53,6.5233,27368.2,146,2,39.7,Warning
74.86,3.3074,3561.3,131,2,25.23,Healthy
67.54,0.2845,22900.6,141,4,36.14,Warning
77.66,1.0044,48293.5,313,0,44.34,Critical
62.52,3.379,34935.7,206,6,41.7,Warning
67.94,0.4174,6832.2,211,14,31.2,Healthy
67.54,5.9889,5119.6,231,11,37.34,Warning
47.83,1.7502,32543.4,40,5,29.92,Healthy
81.72,1.2707,34258.7,69,10,40.91,Warning
103.01,0.5366,39207.8,137,2,42.98,Critical
68.57,1.7807,33350.3,204,7,42.35,Critical
81.28,0.4065,41621.9,27,10,40.64,Warning
68.81,1.0003,34498.1,363,4,49.1,Critical
37.74,2.7912,17734.8,104,13,29.48,Healthy
60.27,2.2018,37075.9,200,14,47.78,Critical
99.07,0.5777,37454.4,299,5,50.62,Critical
107.85,1.3741,12195.5,352,2,40.36,Warning
74.83,1.8254,44449.5,51,1,40.12,Warning
62.38,2.5332,23272.6,351,6,38.53,Warning
86.88,1.984,42753.6,268,11,54.33,Critical
60.92,0.7023,32146.9,258,11,44.8,Critical
79.23,6.6222,49028.1,59,2,40.39,Warning
75.12,2.5539,40892.9,42,2,33.68,Healthy
63.31,1.6586,25868.1,136,12,36.12,Warning
83.88,2.6096,20651.0,327,14,45.26,Critical
74.02,4.648,37471.7,3,3,32.55,Healthy
101.12,0.3399,39565.8,148,5,43.22,Critical
91.89,9.9742,34347.4,23,8,50.59,Critical
76.15,0.2243,1911.1,43,7,17.88,Healthy
55.59,6.3539,960.3,306,14,39.41,Warning
60.22,3.5074,18905.9,207,5,29.94,Healthy
90.85,0.2318,9879.8,147,3,30.63,Healthy
86.99,0.3287,25097.5,10,12,31.93,Healthy
58.05,0.2425,13138.7,51,10,21.54,Healthy
75.76,0.1478,37926.7,21,11,33.96,Warning
63.42,6.8118,31218.3,255,6,39.74,Warning
57.87,0.6543,34046.5,92,6,31.22,Healthy
49.3,1.9648,48021.2,41,1,26.05,Healthy
72.89,2.0713,42484.6,347,1,47.86,Critical
74.17,6.4139,11449.3,94,8,39.92,Warning
68.98,1.9912,35034.6,346,0,43.79,Critical
56.17,0.5989,8384.1,14,3,10.71,Healthy
79.17,0.5595,37589.0,285,12,46.37,Critical
66.35,2.3817,21904.5,212,1,36.65,Warning
85.22,1.6254,17717.4,253,2,35.38,Warning
78.19,2.3398,30417.3,354,7,50.46,Critical
68.13,1.0767,6643.8,333,12,32.21,Healthy
88.5,4.5699,11256.4,271,9,41.1,Warning
63.72,0.6507,43082.2,218,14,45.74,Critical
64.48,0.1082,13166.0,286,10,32.84,Healthy
75.78,3.2963,37114.2,308,14,51.5,Critical
86.0,4.3663,34874.2,321,3,49.85,Critical
72.16,1.4596,31097.2,149,9,37.19,Warning
76.68,2.018,28815.8,23,12,37.12,Warning
78.98,0.855,24211.3,64,13,38.06,Warning
70.12,3.6164,8502.9,278,1,38.41,Warning
78.81,9.2479,43568.5,290,2,54.12,Critical
78.27,4.0544,24855.4,230,9,42.63,Critical
49.86,10.9354,10866.6,347,7,45.23,Critical
94.5,0.186,26162.5,147,2,37.32,Warning
96.72,1.7718,40339.1,101,10,51.9,Critical
77.28,1.7628,1176.7,339,6,35.49,Warning
90.54,0.2103,12007.0,15,10,32.34,Healthy
77.17,0.1129,17715.9,286,11,44.21,Critical
86.97,3.3711,15047.0,317,11,50.6,Critical
90.12,4.0275,11928.7,327,5,40.99,Warning
68.99,12.5378,2562.4,236,12,50.25,Critical
82.21,0.1421,40396.5,256,12,50.87,Critical
95.92,1.1174,28691.0,95,12,43.65,Critical
91.58,1.8647,40932.6,281,6,48.23,Critical
98.26,5.5129,33100.1,101,13,46.41,Critical
97.15,0.4157,1607.5,39,6,26.38,Healthy
84.39,2.2044,7647.4,261,14,36.74,Warning
61.44,2.6913,49796.0,276,6,48.13,Critical
84.68,9.5662,7155.2,118,7,42.45,Critical
89.29,1.1073,30456.7,290,7,39.61,Warning
88.39,1.1428,43013.5,177,14,50.79,Critical
66.8,1.018,2390.4,281,0,18.76,Healthy
86.83,4.3595,40972.4,307,0,51.38,Critical
67.31,1.8008,36996.2,37,6,29.02,Healthy
86.49,0.9938,26252.4,214,10,42.27,Critical
104.48,0.8335,33160.4,190,0,41.91,Warning
61.32,6.3059,3161.0,228,13,34.07,Warning
69.53,4.0154,1026.5,339,11,37.62,Warning
76.58,1.9786,7889.0,305,12,36.83,Warning
94.91,3.835,46401.2,27,11,49.05,Critical
124.67,7.35,26924.6,121,0,50.3,Critical
82.77,0.6208,4400.5,243,6,30.48,Healthy
77.1,1.0467,40406.6,89,4,35.91,Warning
73.14,0.9285,31900.9,174,14,41.82,Warning
47.56,0.363,26881.4,50,14,30.65,Healthy
75.32,0.3928,3136.2,273,4,31.14,Healthy
77.63,10.8368,42140.6,320,5,66.31,Critical
95.97,5.5531,31350.3,236,0,46.67,Critical
44.22,3.2501,12134.4,73,2,23.5,Healthy
74.05,3.9771,38532.4,191,6,47.12,Critical
78.54,2.9945,41322.2,350,0,45.73,Critical
56.53,0.6107,1938.0,157,13,28.1,Healthy
93.77,6.0598,33857.9,87,4,46.67,Critical
77.68,0.536,9666.5,331,4,29.35,Healthy
84.17,0.3752,13630.5,16,5,22.2,Healthy
72.81,4.5041,26420.0,16,3,29.67,Healthy
70.07,0.8659,42935.3,193,6,45.04,Critical
50.77,0.6907,4288.3,294,13,22.48,Healthy
85.58,5.8069,29695.2,49,0,38.6,Warning
90.62,1.9668,26848.7,315,8,44.55,Critical
84.1,2.8745,3841.2,238,3,32.75,Healthy
62.86,0.6243,24707.6,163,5,28.47,Healthy
65.31,0.4924,28374.5,112,5,23.54,Healthy
56.07,6.6274,23055.3,217,3,31.72,Healthy
71.62,5.5712,3561.8,268,10,38.17,Warning
96.12,2.5593,46673.4,362,1,57.14,Critical
84.85,6.1579,36835.1,239,11,47.38,Critical
64.53,0.3637,18221.7,297,14,38.68,Warning
52.9,0.3794,2043.0,241,7,23.71,Healthy
78.83,1.4873,136.1,234,3,24.87,Healthy
81.92,3.6951,2226.8,354,8,38.64,Warning
71.53,0.0705,26267.4,350,2,36.19,Warning
69.62,0.5259,12264.1,25,5,24.56,Healthy
66.92,0.9855,4071.1,205,7,24.29,Healthy
71.51,0.3366,11272.5,43,2,19.18,Healthy
60.33,0.5941,32864.9,202,3,29.31,Healthy
78.5,0.4607,42814.0,265,10,48.49,Critical
81.19,4.0743,31436.0,70,3,34.88,Warning
78.83,6.6968,43645.9,0,1,42.05,Warning
76.83,2.6097,31044.4,50,7,41.73,Warning
94.46,2.5432,15670.5,195,7,42.43,Critical
70.85,2.3862,39548.6,178,9,47.19,Critical
75.25,1.9109,1162.7,280,2,29.88,Healthy
101.44,7.2022,32704.8,310,1,51.96,Critical
53.69,5.4221,22025.7,85,2,27.28,Healthy
44.62,2.4976,36138.4,30,4,30.51,Healthy
82.55,5.0116,15799.4,232,11,42.4,Critical
71.65,4.1266,4227.0,160,4,21.06,Healthy
103.62,0.4782,24344.1,260,3,37.56,Warning
89.44,4.9196,46275.6,85,6,51.05,Critical
86.34,2.6796,15199.8,53,11,34.66,Warning
87.18,0.6304,46776.6,255,0,47.64,Critical
59.65,6.9138,10525.3,257,0,31.58,Healthy
76.47,2.3892,29672.3,146,3,35.54,Warning
105.75,2.1967,9052.7,281,11,41.4,Warning
56.22,5.6921,36324.1,311,6,45.84,Critical
74.37,6.6018,37355.6,316,1,45.69,Critical
59.36,1.9748,42960.0,192,4,37.98,Warning
84.01,3.6294,38685.0,107,12,47.07,Critical
88.7,5.3961,3976.2,113,12,36.89,Warning
60.99,1.1168,42435.6,5,13,31.63,Healthy
74.79,3.1131,6321.7,137,0,24.01,Healthy
95.23,2.2865,10608.6,56,3,31.68,Healthy
76.22,0.2686,25875.1,331,1,36.45,Warning
59.36,0.6363,21430.2,150,2,27.51,Healthy
81.75,1.5476,30846.1,272,3,45.07,Critical
104.31,0.8157,10311.8,198,8,34.87,Warning
54.27,5.6224,38859.8,331,3,52.77,Critical
68.28,2.3,22390.5,331,4,39.12,Warning
70.57,2.3304,10881.6,85,5,28.12,Healthy
82.54,10.333,4478.5,353,4,40.74,Warning
79.36,6.0284,2575.1,120,9,31.61,Healthy
83.7,0.2444,20763.0,348,6,40.76,Warning
102.82,0.4077,5073.9,217,12,40.6,Warning
74.24,5.3244,30911.4,272,7,47.08,Critical
62.37,2.2175,28826.4,333,0,36.0,Warning
76.27,0.6234,38952.7,141,5,33.44,Healthy
97.53,3.7534,48982.4,202,13,59.57,Critical
72.32,0.8846,9152.2,251,1,30.05,Healthy
85.07,2.3669,13494.5,134,8,36.74,Warning
77.09,1.6327,26600.3,134,9,41.67,Warning
72.21,1.1783,19541.6,245,13,41.59,Warning
68.83,0.3858,32084.0,113,10,31.03,Healthy
88.57,1.6115,21455.5,313,7,43.85,Critical
67.34,2.4449,41661.9,158,12,39.26,Warning
71.92,4.0519,39537.8,69,13,43.3,Critical
49.6,2.8449,44013.9,40,2,29.18,Healthy
71.56,1.1264,32563.7,154,10,35.24,Warning
72.05,0.6613,4083.9,273,14,37.16,Warning
76.84,4.6867,21630.0,344,1,40.36,Warning
66.66,0.0697,4881.5,105,1,20.69,Healthy
55.24,4.045,3734.3,56,3,22.15,Healthy
79.89,2.0167,18567.9,333,0,42.85,Critical
82.99,3.466,28271.0,354,6,54.03,Critical
64.2,1.2932,21469.8,208,3,31.66,Healthy
77.96,2.3658,27011.1,164,6,37.91,Warning
67.44,3.7481,32396.6,145,2,37.5,Warning
71.61,1.5828,42407.0,181,6,38.13,Warning
76.34,3.7918,21554.2,132,10,36.75,Warning
66.04,5.8297,29409.7,131,7,31.8,Healthy
59.14,3.2796,39974.9,284,10,43.21,Critical
102.89,0.3509,27331.8,7,2,33.98,Warning
71.8,4.8505,26561.0,95,13,44.18,Critical
77.6,0.0832,13155.1,142,5,28.14,Healthy
93.91,0.3246,11911.2,202,3,28.02,Healthy
91.01,2.7677,20849.4,317,11,46.42,Critical
59.87,0.5564,5389.5,332,11,33.15,Healthy
67.0,0.1682,18555.1,31,10,21.65,Healthy
118.49,0.7073,38178.9,162,9,56.29,Critical
75.84,1.0812,3541.3,22,5,17.22,Healthy
86.94,1.7686,26065.3,32,11,36.57,Warning
79.06,2.7617,43460.6,247,4,50.87,Critical
71.25,2.4511,41082.2,364,3,50.84,Critical
75.43,9.1207,27960.0,30,10,46.32,Critical
78.72,2.0767,41313.5,178,5,41.6,Warning
79.77,0.8728,34611.1,110,7,33.4,Healthy
35.68,1.9148,8113.6,5,9,13.42,Healthy
66.9,1.7413,35891.6,212,3,35.57,Warning
62.79,5.1793,24283.9,44,10,30.2,Healthy
46.82,1.2616,5998.5,349,11,38.13,Warning
60.92,0.9053,48246.5,228,11,49.13,Critical
41.42,1.6315,33711.4,311,5,38.06,Warning
101.27,2.6906,44517.5,119,0,46.15,Critical
67.01,0.8846,48830.3,194,11,45.82,Critical
66.91,0.1431,45396.8,272,13,52.38,Critical
85.64,4.361,24155.6,191,3,38.6,Warning
70.85,2.4526,33823.2,124,14,42.09,Warning
84.27,0.9203,35844.7,69,0,35.63,Warning
